,,,,,
,,,,,
,AMZN,,,,
,,,,,
,Date,Close,,Date,Volume
,2/3/2020 16:00:00,2004.2,,2/3/2020 16:00:00,5899094
,2/4/2020 16:00:00,2049.67,,2/4/2020 16:00:00,5289338
,2/5/2020 16:00:00,2039.87,,2/5/2020 16:00:00,4376174
,2/6/2020 16:00:00,2050.23,,2/6/2020 16:00:00,3182954
,2/7/2020 16:00:00,2079.28,,2/7/2020 16:00:00,5095347
,2/10/2020 16:00:00,2133.91,,2/10/2020 16:00:00,5056235
,2/11/2020 16:00:00,2150.8,,2/11/2020 16:00:00,5746011
,2/12/2020 16:00:00,2160,,2/12/2020 16:00:00,3334264
,2/13/2020 16:00:00,2149.87,,2/13/2020 16:00:00,3031791
,2/14/2020 16:00:00,2134.87,,2/14/2020 16:00:00,2606169
,2/18/2020 16:00:00,2155.67,,2/18/2020 16:00:00,2951070
,2/19/2020 16:00:00,2170.22,,2/19/2020 16:00:00,2561165
,2/20/2020 16:00:00,2153.1,,2/20/2020 16:00:00,3131342
,2/21/2020 16:00:00,2095.97,,2/21/2020 16:00:00,4650740
,2/24/2020 16:00:00,2009.29,,2/24/2020 16:00:00,6546997
,2/25/2020 16:00:00,1972.74,,2/25/2020 16:00:00,6219094
,2/26/2020 16:00:00,1979.59,,2/26/2020 16:00:00,5240402
,2/27/2020 16:00:00,1884.3,,2/27/2020 16:00:00,8143993
,2/28/2020 16:00:00,1883.75,,2/28/2020 16:00:00,9493797
,3/2/2020 16:00:00,1953.95,,3/2/2020 16:00:00,6761651
,3/3/2020 16:00:00,1908.99,,3/3/2020 16:00:00,7534491
,3/4/2020 16:00:00,1975.83,,3/4/2020 16:00:00,4772919
,3/5/2020 16:00:00,1924.03,,3/5/2020 16:00:00,4748210
,3/6/2020 16:00:00,1901.09,,3/6/2020 16:00:00,5273580
,3/9/2020 16:00:00,1800.61,,3/9/2020 16:00:00,7813232
,3/10/2020 16:00:00,1891.82,,3/10/2020 16:00:00,7133310
,3/11/2020 16:00:00,1820.86,,3/11/2020 16:00:00,5646831
,3/12/2020 16:00:00,1676.61,,3/12/2020 16:00:00,11346214
,3/13/2020 16:00:00,1785,,3/13/2020 16:00:00,8809725
,3/16/2020 16:00:00,1689.15,,3/16/2020 16:00:00,8917265
,3/17/2020 16:00:00,1807.84,,3/17/2020 16:00:00,10917129
,3/18/2020 16:00:00,1830,,3/18/2020 16:00:00,9645218
,3/19/2020 16:00:00,1880.93,,3/19/2020 16:00:00,10399943
,3/20/2020 16:00:00,1846.09,,3/20/2020 16:00:00,9817850
,3/23/2020 16:00:00,1902.83,,3/23/2020 16:00:00,7808489
,3/24/2020 16:00:00,1940.1,,3/24/2020 16:00:00,7147080
,3/25/2020 16:00:00,1885.84,,3/25/2020 16:00:00,6479073
,3/26/2020 16:00:00,1955.49,,3/26/2020 16:00:00,6235118
,3/27/2020 16:00:00,1900.1,,3/27/2020 16:00:00,5387897
,3/30/2020 16:00:00,1963.95,,3/30/2020 16:00:00,6126087
,3/31/2020 16:00:00,1949.72,,3/31/2020 16:00:00,5123626
,4/1/2020 16:00:00,1907.7,,4/1/2020 16:00:00,4121875
,4/2/2020 16:00:00,1918.83,,4/2/2020 16:00:00,4335985
,4/3/2020 16:00:00,1906.59,,4/3/2020 16:00:00,3609870
,4/6/2020 16:00:00,1997.59,,4/6/2020 16:00:00,5773181
,4/7/2020 16:00:00,2011.6,,4/7/2020 16:00:00,5113983
,4/8/2020 16:00:00,2043,,4/8/2020 16:00:00,3977313
,4/9/2020 16:00:00,2042.76,,4/9/2020 16:00:00,4655617
,4/13/2020 16:00:00,2168.87,,4/13/2020 16:00:00,6716709
,4/14/2020 16:00:00,2283.32,,4/14/2020 16:00:00,8087193
,4/15/2020 16:00:00,2307.68,,4/15/2020 16:00:00,6866567
,4/16/2020 16:00:00,2408.19,,4/16/2020 16:00:00,12038201
,4/17/2020 16:00:00,2375,,4/17/2020 16:00:00,7930010
,4/20/2020 16:00:00,2393.61,,4/20/2020 16:00:00,5770694
,4/21/2020 16:00:00,2328.12,,4/21/2020 16:00:00,7476679
,4/22/2020 16:00:00,2363.49,,4/22/2020 16:00:00,4218295
,4/23/2020 16:00:00,2399.45,,4/23/2020 16:00:00,5066552
,4/24/2020 16:00:00,2410.22,,4/24/2020 16:00:00,3831797
,4/27/2020 16:00:00,2376,,4/27/2020 16:00:00,5645645
,4/28/2020 16:00:00,2314.08,,4/28/2020 16:00:00,5269446
,4/29/2020 16:00:00,2372.71,,4/29/2020 16:00:00,4591593
,4/30/2020 16:00:00,2474,,4/30/2020 16:00:00,9534611
,5/1/2020 16:00:00,2286.04,,5/1/2020 16:00:00,9772605
,5/4/2020 16:00:00,2315.99,,5/4/2020 16:00:00,4865926
,5/5/2020 16:00:00,2317.8,,5/5/2020 16:00:00,3242496
,5/6/2020 16:00:00,2351.26,,5/6/2020 16:00:00,3117814
,5/7/2020 16:00:00,2367.61,,5/7/2020 16:00:00,3396411
,5/8/2020 16:00:00,2379.61,,5/8/2020 16:00:00,3211228
,5/11/2020 16:00:00,2409,,5/11/2020 16:00:00,3259231
,5/12/2020 16:00:00,2356.95,,5/12/2020 16:00:00,3074916
,5/13/2020 16:00:00,2367.92,,5/13/2020 16:00:00,4782919
,5/14/2020 16:00:00,2388.85,,5/14/2020 16:00:00,3648128
,5/15/2020 16:00:00,2409.78,,5/15/2020 16:00:00,4234951
,5/18/2020 16:00:00,2426.26,,5/18/2020 16:00:00,4366572
,5/19/2020 16:00:00,2449.33,,5/19/2020 16:00:00,4320498
,5/20/2020 16:00:00,2497.94,,5/20/2020 16:00:00,3998143
,5/21/2020 16:00:00,2446.74,,5/21/2020 16:00:00,5114403
,5/22/2020 16:00:00,2436.88,,5/22/2020 16:00:00,2867079
,5/26/2020 16:00:00,2421.86,,5/26/2020 16:00:00,3568153
,5/27/2020 16:00:00,2410.39,,5/27/2020 16:00:00,5056945
,5/28/2020 16:00:00,2401.1,,5/28/2020 16:00:00,3193136
,5/29/2020 16:00:00,2442.37,,5/29/2020 16:00:00,3529329
,6/1/2020 16:00:00,2471.04,,6/1/2020 16:00:00,2938032
,6/2/2020 16:00:00,2472.41,,6/2/2020 16:00:00,2529903
,6/3/2020 16:00:00,2478.4,,6/3/2020 16:00:00,2671024
,6/4/2020 16:00:00,2460.6,,6/4/2020 16:00:00,2948710
,6/5/2020 16:00:00,2483,,6/5/2020 16:00:00,3306445
,6/8/2020 16:00:00,2524.06,,6/8/2020 16:00:00,3970654
,6/9/2020 16:00:00,2600.86,,6/9/2020 16:00:00,5175950
,6/10/2020 16:00:00,2647.45,,6/10/2020 16:00:00,4946031
,6/11/2020 16:00:00,2557.96,,6/11/2020 16:00:00,5800107
,6/12/2020 16:00:00,2545.02,,6/12/2020 16:00:00,5436127
,6/15/2020 16:00:00,2572.68,,6/15/2020 16:00:00,3873335
,6/16/2020 16:00:00,2615.27,,6/16/2020 16:00:00,3595649
,6/17/2020 16:00:00,2640.98,,6/17/2020 16:00:00,2959316
,6/18/2020 16:00:00,2653.98,,6/18/2020 16:00:00,2487774
,6/19/2020 16:00:00,2675.01,,6/19/2020 16:00:00,5776963
,6/22/2020 16:00:00,2713.82,,6/22/2020 16:00:00,3208780
,6/23/2020 16:00:00,2764.41,,6/23/2020 16:00:00,4231707
,6/24/2020 16:00:00,2734.4,,6/24/2020 16:00:00,4526605
,6/25/2020 16:00:00,2754.58,,6/25/2020 16:00:00,2968657
,6/26/2020 16:00:00,2692.87,,6/26/2020 16:00:00,6500784
,6/29/2020 16:00:00,2680.38,,6/29/2020 16:00:00,4223422
,6/30/2020 16:00:00,2758.82,,6/30/2020 16:00:00,3769686
,7/1/2020 16:00:00,2878.7,,7/1/2020 16:00:00,6363439
,7/2/2020 16:00:00,2890.3,,7/2/2020 16:00:00,6593387
,7/6/2020 16:00:00,3057.04,,7/6/2020 16:00:00,6880642
,7/7/2020 16:00:00,3000.12,,7/7/2020 16:00:00,5257514
,7/8/2020 16:00:00,3081.11,,7/8/2020 16:00:00,5037635
,7/9/2020 16:00:00,3182.63,,7/9/2020 16:00:00,6388659
,7/10/2020 16:00:00,3200,,7/10/2020 16:00:00,5485982
,7/13/2020 16:00:00,3104,,7/13/2020 16:00:00,7720420
,7/14/2020 16:00:00,3084,,7/14/2020 16:00:00,7231933
,7/15/2020 16:00:00,3008.87,,7/15/2020 16:00:00,5788874
,7/16/2020 16:00:00,2999.9,,7/16/2020 16:00:00,6394246
,7/17/2020 16:00:00,2961.97,,7/17/2020 16:00:00,4761319
,7/20/2020 16:00:00,3196.84,,7/20/2020 16:00:00,7598176
,7/21/2020 16:00:00,3138.29,,7/21/2020 16:00:00,6134965
,7/22/2020 16:00:00,3099.91,,7/22/2020 16:00:00,4104225
,7/23/2020 16:00:00,2986.55,,7/23/2020 16:00:00,5656906
,7/24/2020 16:00:00,3008.91,,7/24/2020 16:00:00,5632413
,7/27/2020 16:00:00,3055.21,,7/27/2020 16:00:00,4170492
,7/28/2020 16:00:00,3000.33,,7/28/2020 16:00:00,3126651
,7/29/2020 16:00:00,3033.53,,7/29/2020 16:00:00,2974060
,7/30/2020 16:00:00,3051.88,,7/30/2020 16:00:00,6128265
,7/31/2020 16:00:00,3164.68,,7/31/2020 16:00:00,8083369
,8/3/2020 16:00:00,3111.89,,8/3/2020 16:00:00,5074663
,8/4/2020 16:00:00,3138.83,,8/4/2020 16:00:00,4694294
,8/5/2020 16:00:00,3205.03,,8/5/2020 16:00:00,3930025
,8/6/2020 16:00:00,3225,,8/6/2020 16:00:00,3940602
,8/7/2020 16:00:00,3167.46,,8/7/2020 16:00:00,3936127
,8/10/2020 16:00:00,3148.16,,8/10/2020 16:00:00,3167274
,8/11/2020 16:00:00,3080.67,,8/11/2020 16:00:00,3718057
,8/12/2020 16:00:00,3162.24,,8/12/2020 16:00:00,3527229
,8/13/2020 16:00:00,3161.02,,8/13/2020 16:00:00,3149043
,8/14/2020 16:00:00,3148.02,,8/14/2020 16:00:00,2751723
,8/17/2020 16:00:00,3182.41,,8/17/2020 16:00:00,2691237
,8/18/2020 16:00:00,3312.49,,8/18/2020 16:00:00,5345974
,8/19/2020 16:00:00,3260.48,,8/19/2020 16:00:00,4185137
,8/20/2020 16:00:00,3297.37,,8/20/2020 16:00:00,3332478
,8/21/2020 16:00:00,3284.72,,8/21/2020 16:00:00,3575862
,8/24/2020 16:00:00,3307.46,,8/24/2020 16:00:00,4666258
,8/25/2020 16:00:00,3346.49,,8/25/2020 16:00:00,3992842
,8/26/2020 16:00:00,3441.85,,8/26/2020 16:00:00,6508743
,8/27/2020 16:00:00,3400,,8/27/2020 16:00:00,4264795
,8/28/2020 16:00:00,3401.8,,8/28/2020 16:00:00,2896978
,8/31/2020 16:00:00,3450.96,,8/31/2020 16:00:00,4185885
,9/1/2020 16:00:00,3499.12,,9/1/2020 16:00:00,3476407
,9/2/2020 16:00:00,3531.45,,9/2/2020 16:00:00,3931476
,9/3/2020 16:00:00,3368,,9/3/2020 16:00:00,8161113
,9/4/2020 16:00:00,3294.62,,9/4/2020 16:00:00,8781754
,9/8/2020 16:00:00,3149.84,,9/8/2020 16:00:00,6094205
,9/9/2020 16:00:00,3268.61,,9/9/2020 16:00:00,5188675
,9/10/2020 16:00:00,3175.11,,9/10/2020 16:00:00,5330741
,9/11/2020 16:00:00,3116.22,,9/11/2020 16:00:00,5093982
,9/14/2020 16:00:00,3102.97,,9/14/2020 16:00:00,4529596
,9/15/2020 16:00:00,3156.13,,9/15/2020 16:00:00,4021535
,9/16/2020 16:00:00,3078.1,,9/16/2020 16:00:00,4531189
,9/17/2020 16:00:00,3008.73,,9/17/2020 16:00:00,6449050
,9/18/2020 16:00:00,2954.91,,9/18/2020 16:00:00,8892580
,9/21/2020 16:00:00,2960.47,,9/21/2020 16:00:00,6117925
,9/22/2020 16:00:00,3128.99,,9/22/2020 16:00:00,6948816
,9/23/2020 16:00:00,2999.86,,9/23/2020 16:00:00,5652665
,9/24/2020 16:00:00,3019.79,,9/24/2020 16:00:00,5529392
,9/25/2020 16:00:00,3095.13,,9/25/2020 16:00:00,4615202
,9/28/2020 16:00:00,3174.05,,9/28/2020 16:00:00,4224165
,9/29/2020 16:00:00,3144.88,,9/29/2020 16:00:00,3503398
,9/30/2020 16:00:00,3148.73,,9/30/2020 16:00:00,4896101
,10/1/2020 16:00:00,3221.26,,10/1/2020 16:00:00,4971922
,10/2/2020 16:00:00,3125,,10/2/2020 16:00:00,5613098
,10/5/2020 16:00:00,3199.2,,10/5/2020 16:00:00,3775332
,10/6/2020 16:00:00,3099.96,,10/6/2020 16:00:00,5086857
,10/7/2020 16:00:00,3195.69,,10/7/2020 16:00:00,4309439
,10/8/2020 16:00:00,3190.55,,10/8/2020 16:00:00,3174114
,10/9/2020 16:00:00,3286.65,,10/9/2020 16:00:00,4907871
,10/12/2020 16:00:00,3442.93,,10/12/2020 16:00:00,8364198
,10/13/2020 16:00:00,3443.63,,10/13/2020 16:00:00,5744697
,10/14/2020 16:00:00,3363.71,,10/14/2020 16:00:00,5828916
,10/15/2020 16:00:00,3338.65,,10/15/2020 16:00:00,5223448
,10/16/2020 16:00:00,3272.71,,10/16/2020 16:00:00,6474353
,10/19/2020 16:00:00,3207.21,,10/19/2020 16:00:00,5223626
,10/20/2020 16:00:00,3217.01,,10/20/2020 16:00:00,4509678
,10/21/2020 16:00:00,3184.94,,10/21/2020 16:00:00,4592736
,10/22/2020 16:00:00,3176.4,,10/22/2020 16:00:00,4212005
,10/23/2020 16:00:00,3204.4,,10/23/2020 16:00:00,3466687
,10/26/2020 16:00:00,3207.04,,10/26/2020 16:00:00,5901151
,10/27/2020 16:00:00,3286.33,,10/27/2020 16:00:00,4291047
,10/28/2020 16:00:00,3162.78,,10/28/2020 16:00:00,5588330
,10/29/2020 16:00:00,3211.01,,10/29/2020 16:00:00,6596529
,10/30/2020 16:00:00,3036.15,,10/30/2020 16:00:00,8396081
,11/2/2020 16:00:00,3004.48,,11/2/2020 16:00:00,7257350
,11/3/2020 16:00:00,3048.41,,11/3/2020 16:00:00,4897880
,11/4/2020 16:00:00,3241.16,,11/4/2020 16:00:00,6839041
,11/5/2020 16:00:00,3322,,11/5/2020 16:00:00,5789285
,11/6/2020 16:00:00,3311.37,,11/6/2020 16:00:00,4647330
,11/9/2020 16:00:00,3143.74,,11/9/2020 16:00:00,7190406
,11/10/2020 16:00:00,3035.02,,11/10/2020 16:00:00,6590956
